Codice_Regione,Codice_Comune,Comune,Popolazione_Legale,Superficie(Kmq),Regione
8,37012,Casalfiumanese,3367,82.0288,Emilia-Romagna
8,37013,Castel d'Aiano,1886,45.2605,Emilia-Romagna
8,37014,Castel del Rio,1186,52.5915,Emilia-Romagna
8,37015,Castel di Casio,3309,47.3257,Emilia-Romagna
8,37016,Castel Guelfo di Bologna,4516,28.6086,Emilia-Romagna
8,37017,Castello d'Argile,6565,29.0705,Emilia-Romagna
8,37019,Castel Maggiore,18500,30.9007,Emilia-Romagna
8,37020,Castel San Pietro Terme,20666,148.4146,Emilia-Romagna
8,37021,Castenaso,15895,35.7332,Emilia-Romagna
8,37022,Castiglione dei Pepoli,5363,65.761,Emilia-Romagna
8,37024,Crevalcore,13598,102.7525,Emilia-Romagna
8,37025,Dozza,6533,24.2317,Emilia-Romagna
8,37026,Fontanelice,1931,36.5573,Emilia-Romagna
8,37027,Gaggio Montano,4797,58.6697,Emilia-Romagna
8,37028,Galliera,5529,37.1539,Emilia-Romagna
8,37030,Granarolo dell'Emilia,12578,34.3693,Emilia-Romagna
8,37031,Grizzana Morandi,3883,77.4023,Emilia-Romagna
8,37032,Imola,69551,205.0201,Emilia-Romagna
8,37033,Lizzano in Belvedere,2172,85.4469,Emilia-Romagna
8,37034,Loiano,4369,52.4056,Emilia-Romagna
8,37035,Malalbergo,9045,53.8156,Emilia-Romagna
8,37036,Marzabotto,6806,74.5261,Emilia-Romagna
8,37037,Medicina,16646,159.1058,Emilia-Romagna
8,37038,Minerbio,8854,43.0666,Emilia-Romagna
8,37039,Molinella,15630,127.8402,Emilia-Romagna
8,37040,Monghidoro,3751,48.2812,Emilia-Romagna
8,37041,Monterenzio,6161,105.2554,Emilia-Romagna
8,37042,Monte San Pietro,10764,74.6852,Emilia-Romagna
8,37044,Monzuno,6358,65.0081,Emilia-Romagna
8,37045,Mordano,4591,21.4524,Emilia-Romagna
8,37046,Ozzano dell'Emilia,13922,64.947,Emilia-Romagna
8,37047,Pianoro,17586,107.129,Emilia-Romagna
8,37048,Pieve di Cento,7153,15.9368,Emilia-Romagna
8,37050,Sala Bolognese,8462,45.6368,Emilia-Romagna
8,37051,San Benedetto Val di Sambro,4202,66.4677,Emilia-Romagna
8,37052,San Giorgio di Piano,9163,30.4331,Emilia-Romagna
8,37053,San Giovanni in Persiceto,27869,114.4108,Emilia-Romagna
8,37054,San Lazzaro di Savena,32606,44.7242,Emilia-Romagna
8,37055,San Pietro in Casale,12661,65.8564,Emilia-Romagna
8,37056,Sant'Agata Bolognese,7335,34.7916,Emilia-Romagna
8,37057,Sasso Marconi,14798,96.4489,Emilia-Romagna
8,37059,Vergato,7521,59.94,Emilia-Romagna
8,37060,Zola Predosa,19117,37.7471,Emilia-Romagna
8,37061,Valsamoggia,31605,178.1144,Emilia-Romagna
8,37062,Alto Reno Terme,6887,73.6227,Emilia-Romagna
8,38001,Argenta,20995,311.5436,Emilia-Romagna
8,38003,Bondeno,13872,174.7529,Emilia-Romagna
8,38004,Cento,35228,64.7415,Emilia-Romagna
8,38005,Codigoro,11179,169.2746,Emilia-Romagna
8,38006,Comacchio,21989,283.7434,Emilia-Romagna
8,38007,Copparo,15753,157.0042,Emilia-Romagna
8,38008,Ferrara,129872,405.522,Emilia-Romagna
8,38010,Jolanda di Savoia,2638,108.3382,Emilia-Romagna
8,38011,Lagosanto,4730,34.4368,Emilia-Romagna
8,38012,Masi Torello,2291,22.7071,Emilia-Romagna
8,38014,Mesola,6511,84.2985,Emilia-Romagna
8,38017,Ostellato,5719,173.3408,Emilia-Romagna
8,38018,Poggio Renatico,9750,79.7201,Emilia-Romagna
8,38019,Portomaggiore,11584,126.6429,Emilia-Romagna
8,38022,Vigarano Mainarda,7571,42.1214,Emilia-Romagna
8,38023,Voghiera,3633,40.0638,Emilia-Romagna
8,38025,Goro,3533,26.8514,Emilia-Romagna
8,38027,Fiscaglia,8385,116.1817,Emilia-Romagna
8,38028,Terre del Reno,9878,51.4436,Emilia-Romagna
8,38029,Riva del Po,7511,111.8218,Emilia-Romagna
8,38030,Tresignana,6951,43.0586,Emilia-Romagna
8,39001,Alfonsine,11506,106.7901,Emilia-Romagna
8,39002,Bagnacavallo,16398,79.5792,Emilia-Romagna
8,39003,Bagnara di Romagna,2405,9.9578,Emilia-Romagna
8,39004,Brisighella,7189,194.3189,Emilia-Romagna
8,39005,Casola Valsenio,2541,84.4136,Emilia-Romagna
8,39006,Castel Bolognese,9535,32.3735,Emilia-Romagna
8,39007,Cervia,28758,82.3397,Emilia-Romagna
8,39008,Conselice,9491,60.2475,Emilia-Romagna
8,39009,Cotignola,7353,35.1391,Emilia-Romagna
8,39010,Faenza,58899,215.7571,Emilia-Romagna
8,39011,Fusignano,8075,24.5496,Emilia-Romagna
8,39012,Lugo,31919,117.012,Emilia-Romagna
8,39013,Massa Lombarda,10590,37.2143,Emilia-Romagna
8,39014,Ravenna,155836,653.6748,Emilia-Romagna
8,39015,Riolo Terme,5767,44.2583,Emilia-Romagna
8,39016,Russi,12107,46.2592,Emilia-Romagna
8,39017,Sant'Agata sul Santerno,2869,9.3992,Emilia-Romagna
8,39018,Solarolo,4393,26.0382,Emilia-Romagna
8,40001,Bagno di Romagna,5618,233.4993,Emilia-Romagna
8,40003,Bertinoro,10984,57.2533,Emilia-Romagna
8,40004,Borghi,2882,30.2328,Emilia-Romagna
8,40005,Castrocaro Terme e Terra del Sole,6272,38.9503,Emilia-Romagna
8,40007,Cesena,96168,249.4613,Emilia-Romagna
8,40008,Cesenatico,25958,45.2471,Emilia-Romagna
8,40009,Civitella di Romagna,3642,117.929,Emilia-Romagna
8,40011,Dovadola,1563,38.9703,Emilia-Romagna
8,40012,Forlì,116558,228.1968,Emilia-Romagna
8,40013,Forlimpopoli,13113,24.4589,Emilia-Romagna
8,40014,Galeata,2438,63.1287,Emilia-Romagna
8,40015,Gambettola,10659,7.7714,Emilia-Romagna
8,40016,Gatteo,9320,14.1262,Emilia-Romagna
8,40018,Longiano,7225,23.576,Emilia-Romagna
8,40019,Meldola,9881,79.0775,Emilia-Romagna
8,40020,Mercato Saraceno,6812,99.3304,Emilia-Romagna
8,40022,Modigliana,4326,101.1628,Emilia-Romagna
8,40028,Montiano,1683,9.2571,Emilia-Romagna
8,40031,Portico e San Benedetto,735,61.0512,Emilia-Romagna
8,40032,Predappio,6237,91.3884,Emilia-Romagna
8,40033,Premilcuore,708,98.5565,Emilia-Romagna
8,40036,Rocca San Casciano,1791,50.558,Emilia-Romagna
8,40037,Roncofreddo,3379,51.5261,Emilia-Romagna
8,40041,San Mauro Pascoli,12192,17.3269,Emilia-Romagna
8,40043,Santa Sofia,4018,148.8627,Emilia-Romagna
8,40044,Sarsina,3303,100.7182,Emilia-Romagna
8,40045,Savignano sul Rubicone,17797,23.2773,Emilia-Romagna
8,40046,Sogliano al Rubicone,3147,93.4291,Emilia-Romagna
8,40049,Tredozio,1121,62.1989,Emilia-Romagna
8,40050,Verghereto,1763,117.8824,Emilia-Romagna
11,41001,Acqualagna,4182,50.6846,Marche
11,41002,Apecchio,1735,103.1087,Marche
11,41005,Belforte all'Isauro,749,12.2897,Marche
11,41006,Borgo Pace,532,56.2215,Marche
11,41007,Cagli,8068,226.4576,Marche
11,41008,Cantiano,2026,83.2457,Marche
11,41009,Carpegna,1634,28.9389,Marche
11,41010,Cartoceto,7966,23.2029,Marche
11,41013,Fano,59926,120.3081,Marche
11,41014,Fermignano,8239,43.7022,Marche
11,41015,Fossombrone,9096,106.8771,Marche
11,41016,Fratte Rosa,859,15.63,Marche
11,41017,Frontino,285,10.3673,Marche
11,41018,Frontone,1204,36.0741,Marche
11,41019,Gabicce Mare,5540,4.9675,Marche
11,41020,Gradara,4919,17.5257,Marche
11,41021,Isola del Piano,556,23.3024,Marche
11,41022,Lunano,1434,15.0143,Marche
11,41023,Macerata Feltria,1915,40.0743,Marche
11,41025,Mercatello sul Metauro,1317,68.3533,Marche
11,41026,Mercatino Conca,1005,13.9455,Marche
11,41027,Mombaroccio,2063,28.2059,Marche
11,41028,Mondavio,3658,29.6353,Marche
11,41029,Mondolfo,14338,24.4475,Marche
11,41030,Montecalvo in Foglia,2698,18.2469,Marche
11,41031,Monte Cerignone,620,18.2355,Marche
11,41034,Montefelcino,2509,39.0064,Marche
11,41035,Monte Grimano Terme,1066,23.9678,Marche
11,41036,Montelabbate,7006,19.5829,Marche
11,41038,Monte Porzio,2752,18.334,Marche
11,41041,Peglio,651,21.3607,Marche
11,41043,Pergola,5830,112.3954,Marche
11,41044,Pesaro,95670,153.0061,Marche
11,41045,Petriano,2726,11.2713,Marche
11,41047,Piandimeleto,2061,39.9011,Marche
11,41048,Pietrarubbia,602,13.2885,Marche
11,41049,Piobbico,1798,48.1975,Marche
11,41051,San Costanzo,4554,40.886,Marche
11,41054,San Lorenzo in Campo,3201,28.798,Marche
11,41057,Sant'Angelo in Vado,3907,67.3367,Marche
11,41058,Sant'Ippolito,1459,19.8743,Marche
11,41061,Serra Sant'Abbondio,919,32.801,Marche
11,41064,Tavoleto,831,12.4065,Marche
11,41065,Tavullia,7883,42.0639,Marche
11,41066,Urbania,6888,77.5329,Marche
11,41067,Urbino,13772,226.4901,Marche
11,41068,Vallefoglia,14917,39.5512,Marche
11,41069,Colli al Metauro,12235,46.1678,Marche
11,41070,Terre Roveresche,5147,70.3655,Marche
11,41071,Sassocorvaro Auditore,4870,87.548,Marche
11,42001,Agugliano,4682,21.8901,Marche
11,42002,Ancona,98402,125.126,Marche
11,42003,Arcevia,4286,128.3311,Marche
11,42004,Barbara,1280,11.0386,Marche
11,42005,Belvedere Ostrense,2096,29.4501,Marche
11,42006,Camerano,7107,20.0041,Marche
11,42007,Camerata Picena,2506,11.8916,Marche
11,42008,Castelbellino,4928,6.0264,Marche
11,42010,Castelfidardo,18468,33.4065,Marche
11,42011,Castelleone di Suasa,1568,15.9198,Marche
11,42012,Castelplanio,3515,15.3181,Marche
11,42013,Cerreto d'Esi,3415,16.9129,Marche
11,42014,Chiaravalle,14306,17.602,Marche
11,42015,Corinaldo,4797,49.2787,Marche
11,42016,Cupramontana,4420,27.4029,Marche
11,42017,Fabriano,29070,272.0792,Marche
11,42018,Falconara Marittima,25576,25.9277,Marche
11,42019,Filottrano,8986,71.2015,Marche
11,42020,Genga,1664,73.1543,Marche
11,42021,Jesi,39217,108.9032,Marche
11,42022,Loreto,12843,17.8954,Marche
11,42023,Maiolati Spontini,6097,21.4922,Marche
11,42024,Mergo,1001,7.2775,Marche
11,42025,Monsano,3310,14.6644,Marche
11,42026,Montecarotto,1860,24.3854,Marche
11,42027,Montemarciano,9754,22.3106,Marche
11,42029,Monte Roberto,3018,13.5901,Marche
11,42030,Monte San Vito,6728,21.8136,Marche
11,42031,Morro d'Alba,1803,19.4605,Marche
11,42032,Numana,3757,10.9595,Marche
11,42033,Offagna,2037,10.6305,Marche
11,42034,Osimo,34792,106.7377,Marche
11,42035,Ostra,6398,47.2517,Marche
11,42036,Ostra Vetere,3141,30.0164,Marche
11,42037,Poggio San Marcello,654,13.3629,Marche
11,42038,Polverigi,4601,24.9832,Marche
11,42040,Rosora,1858,9.4061,Marche
11,42041,San Marcello,2026,25.7778,Marche
11,42042,San Paolo di Jesi,885,10.1118,Marche
11,42043,Santa Maria Nuova,3980,18.2869,Marche
11,42044,Sassoferrato,6875,137.2275,Marche
11,42045,Senigallia,44245,117.9945,Marche
11,42046,Serra de' Conti,3558,24.543,Marche
11,42047,Serra San Quirico,2552,49.333,Marche
11,42048,Sirolo,4096,16.6924,Marche
11,42049,Staffolo,2087,27.4964,Marche
11,42050,Trecastelli,7442,39.2557,Marche
11,43002,Apiro,2050,53.7792,Marche
11,43003,Appignano,4030,22.6722,Marche
11,43004,Belforte del Chienti,1826,16.0545,Marche
11,43005,Bolognola,145,25.8647,Marche
11,43006,Caldarola,1639,29.2218,Marche
11,43007,Camerino,6268,129.8821,Marche
11,43008,Camporotondo di Fiastrone,501,8.8058,Marche
11,43009,Castelraimondo,4368,44.8463,Marche
11,43010,Castelsantangelo sul Nera,232,70.6731,Marche
11,43011,Cessapalombo,439,27.5803,Marche
11,43012,Cingoli,9679,148.1969,Marche
11,43013,Civitanova Marche,41768,46.1219,Marche
11,43014,Colmurano,1185,11.1987,Marche
11,43015,Corridonia,14821,61.9643,Marche
11,43016,Esanatoglia,1916,47.909,Marche
11,43017,Fiastra,621,84.4799,Marche
11,43019,Fiuminata,1275,76.2169,Marche
11,43020,Gagliole,523,24.0501,Marche
11,43021,Gualdo,721,22.2234,Marche
11,43022,Loro Piceno,2181,32.5783,Marche
11,43023,Macerata,40503,92.5263,Marche
11,43024,Matelica,9290,81.1,Marche
11,43025,Mogliano,4372,29.2582,Marche
11,43026,Montecassiano,6878,33.3569,Marche
11,43027,Monte Cavallo,104,38.5079,Marche
11,43028,Montecosaro,7303,21.8779,Marche
11,43029,Montefano,3302,33.9412,Marche
11,43030,Montelupone,3392,32.6715,Marche
11,43031,Monte San Giusto,7530,20.0369,Marche
11,43032,Monte San Martino,709,18.4669,Marche
11,43033,Morrovalle,9882,42.5803,Marche
11,43034,Muccia,823,25.9085,Marche
11,43035,Penna San Giovanni,971,28.0835,Marche
11,43036,Petriolo,1843,15.6459,Marche
11,43038,Pieve Torina,1268,74.7979,Marche
11,43039,Pioraco,992,19.4522,Marche
11,43040,Poggio San Vicino,225,13.0308,Marche
11,43041,Pollenza,6307,39.5473,Marche
11,43042,Porto Recanati,12324,17.302,Marche
11,43043,Potenza Picena,15515,48.5947,Marche
11,43044,Recanati,20697,103.4424,Marche
11,43045,Ripe San Ginesio,818,10.1694,Marche
11,43046,San Ginesio,3114,78.0195,Marche
11,43047,San Severino Marche,11985,194.2547,Marche
11,43048,Sant'Angelo in Pontano,1244,27.3837,Marche
11,43049,Sarnano,3069,63.1659,Marche
11,43050,Sefro,418,42.537,Marche
11,43051,Serrapetrona,896,37.6468,Marche
11,43052,Serravalle di Chienti,1055,95.9874,Marche
11,43053,Tolentino,18142,95.1181,Marche
11,43054,Treia,9093,93.5356,Marche
11,43055,Urbisaglia,2439,22.8633,Marche
11,43056,Ussita,378,55.2948,Marche
11,43057,Visso,996,100.4154,Marche
11,43058,Valfornace,921,48.6127,Marche
11,44001,Acquasanta Terme,2531,138.3914,Marche
11,44002,Acquaviva Picena,3692,21.0458,Marche
11,44005,Appignano del Tronto,1693,23.1943,Marche
11,44006,Arquata del Tronto,1013,92.1833,Marche
11,44007,Ascoli Piceno,46085,158.0203,Marche
11,44010,Carassai,981,22.2382,Marche
11,44011,Castel di Lama,8414,10.9762,Marche
11,44012,Castignano,2582,38.7952,Marche
11,44013,Castorano,2251,14.0833,Marche
11,44014,Colli del Tronto,3624,5.9391,Marche
11,44015,Comunanza,2943,54.3954,Marche
11,44016,Cossignano,861,15.1061,Marche
11,44017,Cupra Marittima,5402,17.4326,Marche
11,44020,Folignano,8872,14.8569,Marche
11,44021,Force,1159,34.3072,Marche
11,44023,Grottammare,15925,18.097,Marche
11,44027,Maltignano,2259,8.1726,Marche
11,44029,Massignano,1635,16.3195,Marche
11,44031,Monsampolo del Tronto,4449,15.4334,Marche
11,44032,Montalto delle Marche,1939,33.9518,Marche
11,44034,Montedinove,472,11.9333,Marche
11,44036,Montefiore dell'Aso,1980,28.2074,Marche
11,44038,Montegallo,448,48.4639,Marche
11,44044,Montemonaco,528,67.7925,Marche
11,44045,Monteprandone,12869,26.3745,Marche
11,44054,Offida,4702,49.4354,Marche
11,44056,Palmiano,163,12.6977,Marche
11,44063,Ripatransone,4042,74.2773,Marche
11,44064,Roccafluvione,1903,60.6319,Marche
11,44065,Rotella,815,27.4373,Marche
11,44066,San Benedetto del Tronto,47000,25.4718,Marche
11,44071,Spinetoli,7219,12.5824,Marche
11,44073,Venarotta,1914,30.2096,Marche
9,45001,Aulla,10719,59.9874,Toscana
9,45002,Bagnone,1722,73.9351,Toscana
9,45003,Carrara,60185,71.3427,Toscana
9,45004,Casola in Lunigiana,969,41.5421,Toscana
9,45005,Comano,662,53.8313,Toscana
9,45006,Filattiera,2210,48.7784,Toscana
9,45007,Fivizzano,7190,181.1126,Toscana
9,45008,Fosdinovo,4597,48.3948,Toscana
9,45009,Licciana Nardi,4739,55.6777,Toscana
9,45010,Massa,66498,93.8248,Toscana
9,45011,Montignoso,10122,16.7091,Toscana
9,45012,Mulazzo,2288,62.5051,Toscana
9,45013,Podenzana,2118,17.1036,Toscana
9,45014,Pontremoli,6931,182.5158,Toscana
9,45015,Tresana,1952,44.4507,Toscana
9,45016,Villafranca in Lunigiana,4611,29.3196,Toscana
9,45017,Zeri,970,73.6188,Toscana
9,46001,Altopascio,15726,28.5992,Toscana
9,46002,Bagni di Lucca,5593,164.7065,Toscana
9,46003,Barga,9491,66.4641,Toscana
9,46004,Borgo a Mozzano,6667,72.2028,Toscana
9,46005,Camaiore,31821,84.6917,Toscana
9,46006,Camporgiano,2041,27.0914,Toscana
9,46007,Capannori,46390,156.1777,Toscana
9,46008,Careggine,509,24.081,Toscana
9,46009,Castelnuovo di Garfagnana,5650,28.4825,Toscana
9,46010,Castiglione di Garfagnana,1707,48.5253,Toscana
9,46011,Coreglia Antelminelli,5096,52.9404,Toscana
9,46013,Forte dei Marmi,6943,9.1867,Toscana
9,46014,Fosciandora,559,19.8593,Toscana
9,46015,Gallicano,3613,31.0402,Toscana
9,46017,Lucca,89078,185.7593,Toscana
9,46018,Massarosa,21823,68.2456,Toscana
9,46019,Minucciano,1826,57.2846,Toscana
9,46020,Molazzana,1010,31.3297,Toscana
9,46021,Montecarlo,4366,15.63,Toscana
9,46022,Pescaglia,3306,70.5448,Toscana
9,46023,Piazza al Serchio,2144,27.0296,Toscana
9,46024,Pietrasanta,23066,42.2685,Toscana
9,46025,Pieve Fosciana,2263,28.7545,Toscana
9,46026,Porcari,8789,17.8894,Toscana
9,46027,San Romano in Garfagnana,1352,26.1567,Toscana
9,46028,Seravezza,12441,39.4677,Toscana
9,46030,Stazzema,2890,80.6398,Toscana
9,46031,Vagli Sotto,839,41.2192,Toscana
9,46033,Viareggio,61045,32.7261,Toscana
9,46034,Villa Basilica,1491,36.5731,Toscana
9,46035,Villa Collemandina,1215,34.7899,Toscana
9,46036,Fabbriche di Vergemoli,715,42.5469,Toscana
9,46037,Sillano Giuncugnano,999,81.2943,Toscana
9,47002,Agliana,17950,11.6951,Toscana
9,47003,Buggiano,8746,16.0642,Toscana
9,47005,Lamporecchio,7398,22.2497,Toscana
9,47006,Larciano,6312,24.9688,Toscana
9,47007,Marliana,3149,43.0324,Toscana
9,47008,Massa e Cozzile,7698,16.0119,Toscana
9,47009,Monsummano Terme,20821,32.6013,Toscana
9,47010,Montale,10608,32.1173,Toscana
9,47011,Montecatini-Terme,20468,17.6865,Toscana
9,47012,Pescia,19223,79.1247,Toscana
9,47013,Pieve a Nievole,9120,12.6668,Toscana
9,47014,Pistoia,89493,236.5022,Toscana
9,47016,Ponte Buggianese,8795,29.5225,Toscana
9,47017,Quarrata,26795,45.9465,Toscana
9,47018,Sambuca Pistoiese,1446,77.2393,Toscana
9,47020,Serravalle Pistoiese,11742,41.99,Toscana
9,47021,Uzzano,5609,7.85,Toscana
9,47022,Chiesina Uzzanese,4468,7.2511,Toscana
9,47023,Abetone Cutigliano,1902,74.9918,Toscana
9,47024,San Marcello Piteglio,7671,134.7256,Toscana
9,48001,Bagno a Ripoli,25314,74.0991,Toscana
9,48002,Barberino di Mugello,10884,133.325,Toscana
9,48004,Borgo San Lorenzo,18184,146.3627,Toscana
9,48005,Calenzano,18041,76.8222,Toscana
9,48006,Campi Bisenzio,47541,28.7407,Toscana
9,48008,Capraia e Limite,7881,24.9167,Toscana
9,48010,Castelfiorentino,17364,66.3438,Toscana
9,48011,Cerreto Guidi,10794,49.3049,Toscana
9,48012,Certaldo,15483,75.2749,Toscana
9,48013,Dicomano,5443,61.6319,Toscana
9,48014,Empoli,48397,62.4216,Toscana
9,48015,Fiesole,13727,42.1928,Toscana
9,48017,Firenze,361619,102.3077,Toscana
9,48018,Firenzuola,4436,271.9593,Toscana
9,48019,Fucecchio,22764,65.1763,Toscana
9,48020,Gambassi Terme,4791,83.2314,Toscana
9,48021,Greve in Chianti,13327,169.3743,Toscana
9,48022,Impruneta,14477,48.7145,Toscana
9,48024,Lastra a Signa,19674,42.899,Toscana
9,48025,Londa,1824,59.2885,Toscana
9,48026,Marradi,2891,154.0525,Toscana
9,48027,Montaione,3499,104.7585,Toscana
9,48028,Montelupo Fiorentino,14226,24.6576,Toscana
9,48030,Montespertoli,13236,124.8817,Toscana
9,48031,Palazzuolo sul Senio,1111,109.1027,Toscana
9,48032,Pelago,7760,54.5604,Toscana
9,48033,Pontassieve,20304,114.3984,Toscana
9,48035,Reggello,16529,121.6457,Toscana
9,48036,Rignano sull'Arno,8566,54.1439,Toscana
9,48037,Rufina,7118,45.8796,Toscana
9,48038,San Casciano in Val di Pesa,16643,107.8277,Toscana
9,48039,San Godenzo,1060,99.1988,Toscana
9,48041,Scandicci,49659,59.6923,Toscana
9,48043,Sesto Fiorentino,48782,48.811,Toscana
9,48044,Signa,18964,18.7991,Toscana
9,48046,Vaglia,5208,56.9411,Toscana
9,48049,Vicchio,8022,138.8611,Toscana
9,48050,Vinci,14574,54.1848,Toscana
9,48052,Figline e Incisa Valdarno,23219,97.9011,Toscana
9,48053,Scarperia e San Piero,12018,115.8099,Toscana
9,48054,Barberino Tavarnelle,11906,122.9906,Toscana
9,49001,Bibbona,3172,65.6136,Toscana
9,49002,Campiglia Marittima,12538,83.2763,Toscana
9,49003,Campo nell'Elba,4706,55.7874,Toscana
9,49004,Capoliveri,3878,39.5608,Toscana
9,49005,Capraia Isola,378,19.3647,Toscana
9,49006,Castagneto Carducci,8785,142.315,Toscana
9,49007,Cecina,27898,42.6364,Toscana
9,49008,Collesalvetti,16370,107.9895,Toscana
9,49009,Livorno,154483,105.0718,Toscana
9,49010,Marciana,2030,45.4509,Toscana
9,49011,Marciana Marina,1876,5.8582,Toscana
9,49012,Piombino,32304,130.7445,Toscana
9,49013,Porto Azzurro,3640,13.3389,Toscana
9,49014,Portoferraio,11864,48.2796,Toscana
9,49017,Rosignano Marittimo,30072,120.8274,Toscana
9,49018,San Vincenzo,6498,33.2756,Toscana
9,49019,Sassetta,475,26.7469,Toscana
9,49020,Suvereto,2980,92.381,Toscana
9,49021,Rio,3315,36.5304,Toscana
9,50001,Bientina,8553,29.4899,Toscana
9,50002,Buti,5575,23.0256,Toscana
9,50003,Calci,6293,25.1051,Toscana
9,50004,Calcinaia,12711,14.8907,Toscana
9,50005,Capannoli,6430,22.725,Toscana
9,50006,Casale Marittimo,1076,14.3589,Toscana
9,50008,Cascina,44865,78.6061,Toscana
9,50009,Castelfranco di Sotto,13460,48.2476,Toscana
9,50010,Castellina Marittima,1835,45.5736,Toscana
9,50011,Castelnuovo di Val di Cecina,2094,89.0166,Toscana
9,50012,Chianni,1315,61.9917,Toscana
9,50014,Fauglia,3674,42.4247,Toscana
9,50015,Guardistallo,1161,23.6101,Toscana
9,50016,Lajatico,1282,72.6648,Toscana
9,50019,Montecatini Val di Cecina,1669,154.9497,Toscana
9,50020,Montescudaio,2167,20.1517,Toscana
9,50021,Monteverdi Marittimo,753,98.0741,Toscana
9,50022,Montopoli in Val d'Arno,11109,30.1735,Toscana
9,50023,Orciano Pisano,633,11.6218,Toscana
9,50024,Palaia,4535,73.644,Toscana
9,50025,Peccioli,4666,92.5368,Toscana
9,50026,Pisa,89002,185.1558,Toscana
9,50027,Pomarance,5390,227.8434,Toscana
9,50028,Ponsacco,15577,19.8828,Toscana
9,50029,Pontedera,29284,46.0346,Toscana
9,50030,Riparbella,1572,58.9606,Toscana
9,50031,San Giuliano Terme,30836,91.9402,Toscana
9,50032,San Miniato,27767,102.5825,Toscana
9,50033,Santa Croce sull'Arno,14608,16.7885,Toscana
9,50034,Santa Luce,1637,66.6217,Toscana
9,50035,Santa Maria a Monte,13307,38.0351,Toscana
9,50036,Terricciola,4460,43.2831,Toscana
9,50037,Vecchiano,11910,67.7196,Toscana
9,50038,Vicopisano,8553,26.8682,Toscana
9,50039,Volterra,9696,252.6378,Toscana
9,50040,Casciana Terme Lari,12160,81.3978,Toscana
9,50041,Crespina Lorenzana,5426,46.4399,Toscana
9,51001,Anghiari,5385,130.9192,Toscana
9,51002,Arezzo,96717,384.7538,Toscana
9,51003,Badia Tedalda,971,118.7166,Toscana
9,51004,Bibbiena,11806,86.5123,Toscana
9,51005,Bucine,9910,131.6464,Toscana
9,51006,Capolona,5244,47.5561,Toscana
9,51007,Caprese Michelangelo,1355,66.5302,Toscana
9,51008,Castel Focognano,2963,56.6284,Toscana
9,51010,Castel San Niccolò,2517,83.2701,Toscana
9,51011,Castiglion Fibocchi,2103,25.4628,Toscana
9,51012,Castiglion Fiorentino,13052,111.4255,Toscana
9,51013,Cavriglia,9462,60.8681,Toscana
9,51014,Chitignano,866,14.8936,Toscana
9,51015,Chiusi della Verna,1889,102.3214,Toscana
9,51016,Civitella in Val di Chiana,8814,100.326,Toscana
9,51017,Cortona,21324,342.7358,Toscana
9,51018,Foiano della Chiana,9183,40.7826,Toscana
9,51020,Loro Ciuffenna,5854,86.8694,Toscana
9,51021,Lucignano,3396,44.9309,Toscana
9,51022,Marciano della Chiana,3458,23.6945,Toscana
9,51023,Montemignaio,523,25.943,Toscana
9,51024,Monterchi,1708,29.4158,Toscana
9,51025,Monte San Savino,8615,89.8061,Toscana
9,51026,Montevarchi,24047,56.6334,Toscana
9,51027,Ortignano Raggiolo,852,36.3016,Toscana
9,51030,Pieve Santo Stefano,2994,156.0867,Toscana
9,51031,Poppi,5879,97.0817,Toscana
9,51033,San Giovanni Valdarno,16644,21.4497,Toscana
9,51034,Sansepolcro,15227,91.193,Toscana
9,51035,Sestino,1218,80.2297,Toscana
9,51037,Subbiano,6274,77.8418,Toscana
9,51038,Talla,975,59.8868,Toscana
9,51039,Terranuova Bracciolini,11983,85.5312,Toscana
9,51040,Castelfranco Piandiscò,9832,55.991,Toscana
9,51041,Pratovecchio Stia,5439,138.226,Toscana
9,51042,Laterina Pergine Valdarno,6447,70.5358,Toscana
9,52001,Abbadia San Salvatore,6023,58.9933,Toscana
9,52002,Asciano,6812,215.6437,Toscana
9,52003,Buonconvento,3004,64.8436,Toscana
9,52004,Casole d'Elsa,3716,148.7041,Toscana
9,52005,Castellina in Chianti,2677,99.7346,Toscana
9,52006,Castelnuovo Berardenga,8970,177.1072,Toscana
9,52007,Castiglione d'Orcia,2148,141.5388,Toscana
9,52008,Cetona,2516,53.5447,Toscana
9,52009,Chianciano Terme,6848,36.5614,Toscana
9,52010,Chiusdino,1767,141.5667,Toscana
9,52011,Chiusi,8051,58.0704,Toscana
9,52012,Colle di Val d'Elsa,21677,92.035,Toscana
9,52013,Gaiole in Chianti,2584,128.8832,Toscana
9,52015,Montepulciano,13386,165.5402,Toscana
9,52016,Monteriggioni,9993,99.8139,Toscana
9,52017,Monteroni d'Arbia,8984,105.8566,Toscana
9,52018,Monticiano,1534,109.5004,Toscana
9,52019,Murlo,2408,114.6247,Toscana
9,52020,Piancastagnaio,3968,69.6263,Toscana
9,52021,Pienza,2007,122.8668,Toscana
9,52022,Poggibonsi,28576,70.5922,Toscana
9,52023,Radda in Chianti,1470,80.4149,Toscana
9,52024,Radicofani,1065,117.975,Toscana
9,52025,Radicondoli,925,132.5264,Toscana
9,52026,Rapolano Terme,5030,83.0208,Toscana
9,52027,San Casciano dei Bagni,1516,92.1434,Toscana
9,52028,San Gimignano,7487,138.5686,Toscana
9,52030,San Quirico d'Orcia,2610,42.2351,Toscana
9,52031,Sarteano,4476,84.8432,Toscana
